1	3
1	14
1	28
1	87
1	99
1	112
1	113
1	119
1	120
1	126
2	18
2	73
2	84
2	96
2	97
2	105
2	106
2	107
2	111
2	112
3	1
3	69
3	72
3	87
3	101
3	102
3	113
3	114
3	120
3	123
4	24
4	47
4	93
4	117
4	119
4	120
4	121
4	124
4	127
4	128
5	20
5	43
5	82
5	86
5	113
5	117
5	122
5	123
5	125
5	128
6	35
6	53
6	68
6	89
6	102
6	105
6	107
6	108
6	111
6	112
7	17
7	60
7	66
7	82
7	120
7	122
7	125
7	126
7	127
7	128
8	15
8	66
8	69
8	77
8	92
8	115
8	116
8	122
8	124
9	39
9	44
9	55
9	57
9	71
9	74
9	85
9	88
9	109
9	116
10	25
10	46
10	49
10	57
10	62
10	67
10	74
10	80
10	104
10	109
11	65
11	79
11	110
11	113
11	118
11	124
11	125
11	126
11	127
11	128
12	55
12	83
12	93
12	115
12	119
12	122
12	123
12	124
12	125
12	127
13	64
13	65
13	89
13	94
13	97
13	103
13	105
13	107
13	112
13	114
14	1
14	23
14	96
14	110
14	115
14	118
14	121
14	122
14	126
14	128
15	8
15	29
15	79
15	86
15	101
15	118
15	121
15	122
15	125
15	128
16	41
16	84
16	95
16	96
16	103
16	105
16	106
16	107
16	108
16	112
16	113
17	7
17	89
17	94
17	95
17	97
17	105
17	106
17	107
17	108
17	111
17	112
18	2
18	101
18	113
18	118
18	120
18	122
18	123
18	124
18	125
18	126
18	127
19	22
19	37
19	55
19	56
19	67
19	71
19	75
19	88
19	104
19	109
19	121
20	5
20	28
20	54
20	60
20	66
20	71
20	115
20	118
20	121
20	123
20	125
21	26
21	27
21	46
21	55
21	57
21	74
21	78
21	80
21	100
21	109
21	123
22	19
22	25
22	43
22	47
22	67
22	71
22	78
22	85
22	104
22	109
22	120
23	14
23	24
23	32
23	45
23	56
23	114
23	115
23	117
23	118
23	119
23	120
24	4
24	23
24	83
24	87
24	97
24	99
24	117
24	123
24	126
24	127
24	128
25	10
25	22
25	46
25	55
25	56
25	80
25	85
25	88
25	104
25	109
25	116
26	21
26	57
26	58
26	62
26	74
26	78
26	80
26	88
26	92
26	104
26	109
27	21
27	29
27	33
27	43
27	44
27	51
27	58
27	83
27	85
27	104
27	109
28	1
28	20
28	34
28	71
28	93
28	114
28	117
28	121
28	122
28	125
28	126
28	127
29	15
29	27
29	39
29	55
29	56
29	67
29	74
29	75
29	78
29	85
29	104
29	119
30	32
30	59
30	69
30	90
30	91
30	115
30	120
30	122
30	124
30	125
30	126
30	127
31	59
31	64
31	68
31	94
31	95
31	103
31	105
31	107
31	108
31	111
31	112
31	120
32	23
32	30
32	45
32	77
32	79
32	98
32	116
32	117
32	119
32	124
32	127
32	128
33	27
33	37
33	47
33	55
33	58
33	62
33	71
33	78
33	80
33	88
33	98
33	104
34	28
34	50
34	86
34	92
34	101
34	113
34	116
34	119
34	121
34	122
34	124
34	127
35	6
35	36
35	50
35	68
35	72
35	89
35	95
35	96
35	97
35	111
35	112
35	127
36	35
36	53
36	68
36	73
36	84
36	94
36	95
36	103
36	107
36	111
36	112
36	119
37	19
37	33
37	43
37	44
37	49
37	74
37	75
37	78
37	80
37	85
37	104
37	109
38	83
38	100
38	102
38	108
38	110
38	115
38	116
38	117
38	120
38	122
38	123
38	124
38	126
39	9
39	29
39	46
39	55
39	56
39	58
39	62
39	67
39	75
39	88
39	104
39	109
39	126
40	60
40	92
40	98
40	99
40	100
40	101
40	110
40	114
40	116
40	117
40	119
40	126
40	128
41	16
41	65
41	68
41	70
41	97
41	103
41	105
41	106
41	108
41	111
41	112
41	121
41	123
42	50
42	64
42	65
42	73
42	89
42	90
42	95
42	97
42	105
42	106
42	107
42	111
42	112
43	5
43	22
43	27
43	37
43	47
43	51
43	55
43	74
43	75
43	80
43	99
43	104
43	109
44	9
44	27
44	37
44	47
44	51
44	55
44	56
44	58
44	75
44	80
44	88
44	101
44	120
45	23
45	32
45	69
45	91
45	92
45	93
45	100
45	101
45	117
45	119
45	120
45	123
45	126
45	127
46	10
46	21
46	25
46	39
46	56
46	57
46	58
46	67
46	78
46	80
46	85
46	99
46	104
46	109
47	4
47	22
47	33
47	43
47	44
47	51
47	58
47	71
47	74
47	75
47	78
47	104
47	109
47	127
48	59
48	69
48	91
48	92
48	108
48	110
48	115
48	116
48	118
48	119
48	121
48	123
48	124
48	128
49	10
49	37
49	52
49	98
49	100
49	101
49	115
49	118
49	119
49	120
49	123
49	124
49	126
49	128
50	34
50	35
50	42
50	53
50	84
50	89
50	94
50	95
50	105
50	106
50	107
50	108
50	111
50	112
51	27
51	43
51	44
51	47
51	56
51	57
51	75
51	78
51	79
51	85
51	88
51	104
51	109
51	118
52	49
52	81
52	87
52	90
52	93
52	99
52	101
52	102
52	104
52	120
52	122
52	124
52	125
52	127
53	6
53	36
53	50
53	59
53	64
53	70
53	72
53	96
53	103
53	106
53	108
53	111
53	112
53	118
53	126
54	20
54	76
54	83
54	86
54	89
54	93
54	99
54	101
54	114
54	118
54	119
54	123
54	125
54	127
54	128
55	9
55	12
55	19
55	21
55	25
55	29
55	33
55	39
55	43
55	44
55	57
55	62
55	80
55	85
55	109
56	19
56	23
56	25
56	29
56	39
56	44
56	46
56	51
56	57
56	62
56	71
56	74
56	85
56	109
56	117
57	9
57	10
57	21
57	26
57	46
57	51
57	55
57	56
57	58
57	74
57	75
57	78
57	88
57	109
57	116
58	26
58	27
58	33
58	39
58	44
58	46
58	47
58	57
58	62
58	67
58	71
58	75
58	104
58	109
58	114
59	30
59	31
59	48
59	53
59	68
59	70
59	72
59	96
59	103
59	105
59	106
59	107
59	108
59	111
59	112
60	7
60	20
60	40
60	69
60	76
60	100
60	101
60	117
60	118
60	120
60	123
60	125
60	126
60	127
60	128
61	63
61	79
61	93
61	94
61	100
61	102
61	109
61	110
61	114
61	116
61	118
61	120
61	121
61	123
61	124
61	125
62	10
62	26
62	33
62	39
62	55
62	56
62	58
62	67
62	71
62	74
62	75
62	80
62	88
62	104
62	109
62	120
63	61
63	66
63	79
63	106
63	113
63	114
63	116
63	117
63	118
63	121
63	122
63	123
63	124
63	125
63	126
63	127
64	13
64	31
64	42
64	53
64	84
64	87
64	89
64	95
64	96
64	97
64	105
64	106
64	107
64	108
64	111
64	112
65	11
65	13
65	41
65	42
65	70
65	73
65	84
65	91
65	94
65	97
65	103
65	106
65	107
65	108
65	111
65	112
66	7
66	8
66	20
66	63
66	89
66	92
66	110
66	113
66	114
66	115
66	116
66	118
66	119
66	122
66	124
66	126
67	10
67	19
67	22
67	29
67	39
67	46
67	58
67	62
67	74
67	75
67	78
67	80
67	85
67	88
67	109
67	110
67	119
68	6
68	31
68	35
68	36
68	41
68	59
68	70
68	72
68	73
68	89
68	95
68	96
68	103
68	106
68	108
68	111
68	128
69	3
69	8
69	30
69	45
69	48
69	60
69	74
69	99
69	102
69	114
69	117
69	118
69	120
69	121
69	122
69	126
69	127
69	128
70	41
70	53
70	59
70	65
70	68
70	89
70	94
70	95
70	96
70	102
70	103
70	105
70	106
70	107
70	108
70	111
70	112
70	117
71	9
71	19
71	20
71	22
71	28
71	33
71	47
71	56
71	58
71	62
71	74
71	75
71	78
71	80
71	85
71	88
71	104
71	109
72	3
72	35
72	53
72	59
72	68
72	73
72	89
72	94
72	96
72	97
72	103
72	105
72	106
72	107
72	108
72	111
72	112
72	126
73	2
73	36
73	42
73	65
73	68
73	72
73	77
73	84
73	94
73	95
73	96
73	97
73	103
73	105
73	106
73	108
73	111
73	112
73	125
74	9
74	10
74	21
74	26
74	29
74	37
74	43
74	47
74	56
74	57
74	62
74	67
74	69
74	71
74	85
74	88
74	104
74	109
74	115
75	19
75	29
75	37
75	39
75	43
75	44
75	47
75	51
75	57
75	58
75	62
75	67
75	71
75	80
75	88
75	104
75	109
75	113
75	128
76	54
76	60
76	83
76	90
76	91
76	98
76	103
76	108
76	113
76	115
76	117
76	118
76	119
76	122
76	123
76	124
76	125
76	126
76	128
77	8
77	32
77	73
77	91
77	93
77	98
77	99
77	100
77	109
77	113
77	115
77	117
77	118
77	121
77	122
77	123
77	125
77	126
77	127
78	21
78	22
78	26
78	29
78	33
78	37
78	46
78	47
78	51
78	57
78	67
78	71
78	80
78	85
78	88
